time_utc,PM2.5,Relative humidity
2026-08-07T17:20:29Z,5.96,72.27
2026-08-07T17:21:29Z,5.95,72.15
2026-08-07T17:22:29Z,5.94,71.95
2026-08-07T17:23:29Z,5.93,71.74
2026-08-07T17:24:29Z,5.94,71.86
2026-08-07T17:25:29Z,5.95,71.99
2026-08-07T17:26:29Z,5.95,72.01
2026-08-07T17:27:29Z,5.94,71.98
2026-08-07T17:28:29Z,5.94,71.98
2026-08-07T17:29:29Z,5.94,71.92
2026-08-07T17:30:29Z,5.95,72.09
2026-08-07T17:31:29Z,5.96,72.16
2026-08-07T17:32:29Z,5.96,72.18
2026-08-07T17:33:29Z,5.97,72.36
2026-08-07T17:34:29Z,5.97,72.39
2026-08-07T17:35:29Z,5.98,72.63
2026-08-07T17:36:29Z,5.98,72.53
2026-08-07T17:37:29Z,5.99,72.67
2026-08-07T17:38:29Z,5.98,72.57
2026-08-07T17:39:29Z,5.98,72.57
2026-08-07T17:40:29Z,5.97,72.48
2026-08-07T17:41:29Z,5.97,72.46
2026-08-07T17:42:29Z,5.98,72.52
2026-08-07T17:43:29Z,5.98,72.62
2026-08-07T17:44:29Z,5.99,72.78
2026-08-07T17:45:29Z,5.99,72.69
2026-08-07T17:46:29Z,5.99,72.79
2026-08-07T17:47:29Z,6.01,73.01
2026-08-07T17:48:29Z,6.01,73.14
2026-08-07T17:49:29Z,6.03,73.34
2026-08-07T17:50:29Z,6.03,73.45
2026-08-07T17:51:29Z,6.05,73.77
2026-08-07T17:52:29Z,6.06,73.84
2026-08-07T17:53:29Z,6.06,73.99
2026-08-07T17:54:29Z,6.99,74.29
2026-08-07T17:55:29Z,6.09,74.48
2026-08-07T17:56:29Z,7.02,74.72
2026-08-07T17:57:29Z,7.02,74.82
2026-08-07T17:58:29Z,7.02,74.84
2026-08-07T17:59:29Z,7.03,74.88
2026-08-07T18:00:29Z,7.03,74.95
2026-08-07T18:01:29Z,6.12,74.87
2026-08-07T18:02:29Z,6.11,74.69
2026-08-07T18:03:29Z,6.1,74.51
2026-08-07T18:04:29Z,6.1,74.54
2026-08-07T18:05:29Z,6.1,74.54
2026-08-07T18:06:29Z,7.01,74.65
2026-08-07T18:07:29Z,6.1,74.54
2026-08-07T18:08:29Z,7.02,74.73
2026-08-07T18:09:29Z,6.11,74.83
2026-08-07T18:10:29Z,6.11,74.75
2026-08-07T18:11:29Z,6.11,74.7
2026-08-07T18:12:29Z,6.11,74.69
2026-08-07T18:13:29Z,6.11,74.7
2026-08-07T18:14:29Z,6.11,74.77
2026-08-07T18:15:29Z,6.11,74.79
2026-08-07T18:16:29Z,6.1,74.61
2026-08-07T18:17:29Z,6.11,74.82
2026-08-07T18:18:29Z,6.11,74.74
2026-08-07T18:19:29Z,6.11,74.82
2026-08-07T18:20:29Z,6.12,74.87
2026-08-07T18:21:29Z,6.12,74.93
2026-08-07T18:22:29Z,6.13,75.02
2026-08-07T18:23:29Z,6.14,75.27
2026-08-07T18:24:29Z,6.13,75.14
2026-08-07T18:25:29Z,6.12,74.92
2026-08-07T18:26:29Z,6.11,74.68
2026-08-07T18:27:29Z,6.11,74.74
2026-08-07T18:28:29Z,6.12,74.85
2026-08-07T18:29:29Z,6.12,74.87
2026-08-07T18:30:29Z,6.11,74.8
2026-08-07T18:31:29Z,6.11,74.84
2026-08-07T18:32:29Z,6.08,74.21
2026-08-07T18:33:29Z,6.08,74.27
2026-08-07T18:34:29Z,6.08,74.21
2026-08-07T18:35:29Z,6.08,74.32
2026-08-07T18:36:29Z,6.08,74.29
2026-08-07T18:37:29Z,6.07,74.13
2026-08-07T18:38:29Z,6.08,74.3
2026-08-07T18:39:29Z,6.08,74.21
2026-08-07T18:40:29Z,6.08,74.22
2026-08-07T18:41:29Z,6.07,74.09
2026-08-07T18:42:29Z,6.09,74.34
2026-08-07T18:43:29Z,6.09,74.34
2026-08-07T18:44:29Z,6.07,74.01
2026-08-07T18:45:29Z,6.84,73.93
2026-08-07T18:46:29Z,6.04,73.64
2026-08-07T18:47:29Z,6.05,73.69
2026-08-07T18:48:29Z,6.05,73.82
2026-08-07T18:49:29Z,6.05,73.75
2026-08-07T18:50:29Z,6.84,73.85
2026-08-07T18:51:29Z,6.06,73.95
2026-08-07T18:52:29Z,6.07,74.1
2026-08-07T18:53:29Z,6.06,73.95
2026-08-07T18:54:29Z,6.06,73.98
2026-08-07T18:55:29Z,6.05,73.82
2026-08-07T18:56:29Z,6.05,73.77
2026-08-07T18:57:29Z,6.06,73.85
2026-08-07T18:58:29Z,6.05,73.78
2026-08-07T18:59:29Z,6.06,73.94
2026-08-07T19:00:29Z,6.06,73.84
2026-08-07T19:01:29Z,6.05,73.72
2026-08-07T19:02:29Z,6.06,73.84
2026-08-07T19:03:29Z,6.05,73.73
2026-08-07T19:04:29Z,6.05,73.79
2026-08-07T19:05:29Z,6.06,73.89
2026-08-07T19:06:29Z,6.06,73.93
2026-08-07T19:07:29Z,6.08,74.18
2026-08-07T19:08:29Z,6.09,74.43
2026-08-07T19:09:29Z,6.1,74.51
2026-08-07T19:10:29Z,6.11,74.8
2026-08-07T19:11:29Z,6.11,74.81
2026-08-07T19:12:29Z,6.12,74.88
2026-08-07T19:13:29Z,6.14,75.2
2026-08-07T19:14:29Z,6.14,75.31
2026-08-07T19:15:29Z,6.16,75.58
2026-08-07T19:16:29Z,6.17,75.78
2026-08-07T19:17:29Z,6.17,75.84
2026-08-07T19:18:29Z,6.18,75.88
2026-08-07T19:19:29Z,6.18,75.89
2026-08-07T19:20:29Z,6.19,76.08
2026-08-07T19:21:29Z,6.98,76.27
2026-08-07T19:22:29Z,6.21,76.44
2026-08-07T19:23:29Z,6.22,76.55
2026-08-07T19:24:29Z,6.22,76.65
2026-08-07T19:25:29Z,6.23,76.71
2026-08-07T19:26:29Z,6.23,76.78
2026-08-07T19:27:29Z,6.24,76.98
2026-08-07T19:28:29Z,6.25,77.13
2026-08-07T19:29:29Z,6.26,77.27
2026-08-07T19:30:29Z,6.27,77.38
2026-08-07T19:31:29Z,6.27,77.44
2026-08-07T19:32:29Z,6.27,77.44
2026-08-07T19:33:29Z,6.28,77.57
2026-08-07T19:34:29Z,7.07,77.72
2026-08-07T19:35:29Z,7.08,77.9
2026-08-07T19:36:29Z,7.08,77.97
2026-08-07T19:37:29Z,7.09,78.14
2026-08-07T19:38:29Z,7.09,78.11
2026-08-07T19:39:29Z,7.1,78.24
2026-08-07T19:40:29Z,6.33,78.38
2026-08-07T19:41:29Z,6.32,78.35
2026-08-07T19:42:29Z,6.33,78.42
2026-08-07T19:43:29Z,6.33,78.41
2026-08-07T19:44:29Z,6.33,78.51
2026-08-07T19:45:29Z,6.33,78.49
2026-08-07T19:46:29Z,6.32,78.36
2026-08-07T19:47:29Z,6.33,78.41
2026-08-07T19:48:29Z,6.33,78.41
2026-08-07T19:49:29Z,6.32,78.37
2026-08-07T19:50:29Z,6.32,78.36
2026-08-07T19:51:29Z,6.32,78.3
2026-08-07T19:52:29Z,6.32,78.34
2026-08-07T19:53:29Z,6.32,78.32
2026-08-07T19:54:29Z,6.32,78.27
2026-08-07T19:55:29Z,6.32,78.36
2026-08-07T19:56:29Z,6.31,78.17
2026-08-07T19:57:29Z,6.31,78.14
2026-08-07T19:58:29Z,6.31,78.12
2026-08-07T19:59:29Z,6.31,78.14
2026-08-07T20:00:29Z,6.3,77.97
2026-08-07T20:01:29Z,6.3,77.9
2026-08-07T20:02:29Z,6.29,77.77
2026-08-07T20:03:29Z,6.28,77.54
2026-08-07T20:04:29Z,6.27,77.48
2026-08-07T20:05:29Z,6.26,77.28
2026-08-07T20:06:29Z,6.24,76.98
2026-08-07T20:07:29Z,6.24,76.99
2026-08-07T20:08:29Z,6.23,76.82
2026-08-07T20:09:29Z,6.21,76.51
2026-08-07T20:10:29Z,6.2,76.27
2026-08-07T20:11:29Z,6.19,76.1
2026-08-07T20:12:29Z,6.19,76.04
2026-08-07T20:13:29Z,6.18,75.96
2026-08-07T20:14:29Z,6.18,75.86
2026-08-07T20:15:29Z,6.18,75.88
2026-08-07T20:16:29Z,6.17,75.85
2026-08-07T20:17:29Z,6.17,75.81
2026-08-07T20:18:29Z,6.16,75.66
2026-08-07T20:19:29Z,6.16,75.67
2026-08-07T20:20:29Z,6.16,75.6
2026-08-07T20:21:29Z,6.16,75.54
2026-08-07T20:22:29Z,6.14,75.25
2026-08-07T20:23:29Z,6.15,75.38
2026-08-07T20:24:29Z,6.14,75.23
2026-08-07T20:25:29Z,6.13,75.18
2026-08-07T20:26:29Z,6.13,75.14
2026-08-07T20:27:29Z,6.12,75
2026-08-07T20:28:29Z,6.11,74.71
2026-08-07T20:29:29Z,6.1,74.54
2026-08-07T20:30:29Z,6.08,74.18
2026-08-07T20:31:29Z,6.07,74.03
2026-08-07T20:32:29Z,6.04,73.62
2026-08-07T20:33:29Z,6.04,73.52
2026-08-07T20:34:29Z,6,72.99
2026-08-07T20:35:29Z,6.01,73.03
2026-08-07T20:36:29Z,6,72.95
2026-08-07T20:37:29Z,6,72.92
2026-08-07T20:38:29Z,6,72.96
2026-08-07T20:39:29Z,6,72.99
2026-08-07T20:40:29Z,6,72.89
2026-08-07T20:41:29Z,5.99,72.79
2026-08-07T20:42:29Z,5.99,72.72
2026-08-07T20:43:29Z,5.99,72.7
2026-08-07T20:44:29Z,5.99,72.66
2026-08-07T20:45:29Z,5.99,72.7
2026-08-07T20:46:29Z,5.99,72.66
2026-08-07T20:47:29Z,5.97,72.44
2026-08-07T20:48:29Z,5.97,72.4
2026-08-07T20:49:29Z,5.96,72.28
2026-08-07T20:50:29Z,5.96,72.17
2026-08-07T20:51:29Z,5.94,71.93
2026-08-07T20:52:29Z,5.93,71.7
2026-08-07T20:53:29Z,5.92,71.6
2026-08-07T20:54:29Z,5.91,71.41
2026-08-07T20:55:29Z,5.9,71.19
2026-08-07T20:56:29Z,5.88,70.84
2026-08-07T20:57:29Z,5.87,70.66
2026-08-07T20:58:29Z,5.86,70.49
2026-08-07T20:59:29Z,5.84,70.25
2026-08-07T21:00:29Z,5.83,70.01
2026-08-07T21:01:29Z,5.82,69.84
2026-08-07T21:02:29Z,5.82,69.8
2026-08-07T21:03:29Z,5.8,69.52
2026-08-07T21:04:29Z,5.78,69.27
2026-08-07T21:05:29Z,5.77,68.97
2026-08-07T21:06:29Z,5.76,68.89
2026-08-07T21:07:29Z,5.75,68.72
2026-08-07T21:08:29Z,5.75,68.63
2026-08-07T21:09:29Z,5.73,68.33
2026-08-07T21:10:29Z,5.72,68.27
2026-08-07T21:11:29Z,5.73,68.37
2026-08-07T21:12:29Z,5.72,68.14
2026-08-07T21:13:29Z,5.71,68.07
2026-08-07T21:14:29Z,5.7,67.9
2026-08-07T21:15:29Z,5.7,67.86
2026-08-07T21:16:29Z,5.7,67.8
2026-08-07T21:17:29Z,5.69,67.64
2026-08-07T21:18:29Z,5.7,67.91
2026-08-07T21:19:29Z,5.67,67.41
2026-08-07T21:20:29Z,5.67,67.31
2026-08-07T21:21:29Z,5.68,67.49
2026-08-07T21:22:29Z,5.67,67.44
2026-08-07T21:23:29Z,5.67,67.38
2026-08-07T21:24:29Z,5.68,67.56
2026-08-07T21:25:29Z,5.68,67.48
2026-08-07T21:26:29Z,5.69,67.74
2026-08-07T21:27:29Z,5.68,67.45
2026-08-07T21:28:29Z,5.67,67.4
2026-08-07T21:29:29Z,5.68,67.47
2026-08-07T21:30:29Z,5.68,67.53
2026-08-07T21:31:29Z,5.68,67.51
2026-08-07T21:32:29Z,5.67,67.41
2026-08-07T21:33:29Z,5.67,67.29
2026-08-07T21:34:29Z,5.67,67.28
2026-08-07T21:35:29Z,5.67,67.31
2026-08-07T21:36:29Z,5.67,67.29
2026-08-07T21:37:29Z,5.67,67.28
2026-08-07T21:38:29Z,5.67,67.29
2026-08-07T21:39:29Z,5.66,67.25
2026-08-07T21:40:29Z,5.68,67.47
2026-08-07T21:41:29Z,5.68,67.48
2026-08-07T21:42:29Z,5.67,67.4
2026-08-07T21:43:29Z,5.67,67.28
2026-08-07T21:44:29Z,5.67,67.33
2026-08-07T21:45:29Z,5.67,67.39
2026-08-07T21:46:29Z,5.66,67.25
2026-08-07T21:47:29Z,5.67,67.29
2026-08-07T21:48:29Z,5.67,67.35
2026-08-07T21:49:29Z,5.67,67.44
2026-08-07T21:50:29Z,5.67,67.41
2026-08-07T21:51:29Z,5.67,67.35
2026-08-07T21:52:29Z,5.68,67.48
2026-08-07T21:53:29Z,5.67,67.36
2026-08-07T21:54:29Z,5.67,67.34
2026-08-07T21:55:29Z,5.67,67.37
2026-08-07T21:56:29Z,5.67,67.4
2026-08-07T21:57:29Z,5.69,67.63
2026-08-07T21:58:29Z,5.67,67.4
2026-08-07T21:59:29Z,5.68,67.5
2026-08-07T22:00:29Z,5.68,67.51
2026-08-07T22:01:29Z,5.67,67.3
2026-08-07T22:02:29Z,5.68,67.52
2026-08-07T22:03:29Z,5.67,67.44
2026-08-07T22:04:29Z,5.67,67.36
2026-08-07T22:05:29Z,5.67,67.42
2026-08-07T22:06:29Z,5.69,67.63
2026-08-07T22:07:29Z,5.68,67.57
2026-08-07T22:08:29Z,5.65,67.09
2026-08-07T22:09:29Z,5.65,67
2026-08-07T22:10:29Z,5.64,66.89
2026-08-07T22:11:29Z,5.67,67.3
2026-08-07T22:12:29Z,5.66,67.18
2026-08-07T22:13:29Z,5.66,67.17
2026-08-07T22:14:29Z,5.66,67.22
2026-08-07T22:15:29Z,5.66,67.27
2026-08-07T22:16:29Z,5.66,67.15
2026-08-07T22:17:29Z,5.67,67.4
2026-08-07T22:18:29Z,5.69,67.66
2026-08-07T22:19:29Z,5.66,67.12
2026-08-07T22:20:29Z,5.66,67.24
2026-08-07T22:21:29Z,5.66,67.24
2026-08-07T22:22:29Z,5.66,67.17
2026-08-07T22:23:29Z,5.65,67.04
2026-08-07T22:24:29Z,5.66,67.11
2026-08-07T22:25:29Z,5.64,66.92
2026-08-07T22:26:29Z,5.63,66.77
2026-08-07T22:27:29Z,5.64,66.8
2026-08-07T22:28:29Z,5.64,66.84
2026-08-07T22:29:29Z,5.64,66.88
2026-08-07T22:30:29Z,5.65,67.09
2026-08-07T22:31:29Z,5.65,67.06
2026-08-07T22:32:29Z,5.62,66.6
2026-08-07T22:33:29Z,5.64,66.79
2026-08-07T22:34:29Z,5.64,66.84
2026-08-07T22:35:29Z,5.64,66.87
2026-08-07T22:36:29Z,5.64,66.89
2026-08-07T22:37:29Z,5.63,66.66
2026-08-07T22:38:29Z,5.62,66.5
2026-08-07T22:39:29Z,5.64,66.89
2026-08-07T22:40:29Z,5.62,66.51
2026-08-07T22:41:29Z,5.61,66.43
2026-08-07T22:42:29Z,5.62,66.44
2026-08-07T22:43:29Z,5.62,66.51
2026-08-07T22:44:29Z,5.62,66.48
2026-08-07T22:45:29Z,5.63,66.72
2026-08-07T22:46:29Z,5.61,66.4
2026-08-07T22:47:29Z,5.61,66.33
2026-08-07T22:48:29Z,5.61,66.37
2026-08-07T22:49:29Z,5.59,65.99
2026-08-07T22:50:29Z,5.6,66.14
2026-08-07T22:51:29Z,5.6,66.18
2026-08-07T22:52:29Z,5.6,66.16
2026-08-07T22:53:29Z,5.67,67.43
2026-08-07T22:54:29Z,5.78,69.18
2026-08-07T22:55:29Z,5.74,68.6
2026-08-07T22:56:29Z,5.76,68.91
2026-08-07T22:57:29Z,5.83,70.02
2026-08-07T22:58:29Z,5.75,68.66
2026-08-07T22:59:29Z,5.76,68.83
2026-08-07T23:00:29Z,5.77,69.11
2026-08-07T23:01:29Z,5.71,68.1
2026-08-07T23:02:29Z,5.73,68.43
2026-08-07T23:03:29Z,5.74,68.6
2026-08-07T23:04:29Z,5.7,67.86
2026-08-07T23:05:29Z,5.71,68
2026-08-07T23:06:29Z,5.7,67.92
2026-08-07T23:07:29Z,5.7,67.8
2026-08-07T23:08:29Z,5.7,67.79
2026-08-07T23:09:29Z,5.7,67.87
2026-08-07T23:10:29Z,5.68,67.51
2026-08-07T23:11:29Z,5.69,67.63
2026-08-07T23:12:29Z,5.69,67.71
2026-08-07T23:13:29Z,5.69,67.71
2026-08-07T23:14:29Z,5.68,67.45
2026-08-07T23:15:29Z,5.68,67.6
2026-08-07T23:16:29Z,5.67,67.28
2026-08-07T23:17:29Z,5.67,67.36
2026-08-07T23:18:29Z,5.66,67.15
2026-08-07T23:19:29Z,5.67,67.28
2026-08-07T23:20:29Z,5.63,66.77
2026-08-07T23:21:29Z,5.63,66.64
2026-08-07T23:22:29Z,5.61,66.39
2026-08-07T23:23:29Z,5.61,66.33
2026-08-07T23:24:29Z,5.61,66.42
2026-08-07T23:25:29Z,5.59,66.07
2026-08-07T23:26:29Z,5.58,65.82
2026-08-07T23:27:29Z,5.57,65.62
2026-08-07T23:28:29Z,5.54,65.16
2026-08-07T23:29:29Z,5.53,65.05
2026-08-07T23:30:29Z,5.54,65.1
2026-08-07T23:31:29Z,5.52,64.85
2026-08-07T23:32:29Z,5.5,64.55
2026-08-07T23:33:29Z,5.5,64.56
2026-08-07T23:34:29Z,5.5,64.52
2026-08-07T23:35:29Z,5.49,64.27
2026-08-07T23:36:29Z,5.51,64.65
2026-08-07T23:37:29Z,5.5,64.57
2026-08-07T23:38:29Z,5.47,64.08
2026-08-07T23:39:29Z,5.47,63.99
2026-08-07T23:40:29Z,5.46,63.79
2026-08-07T23:41:29Z,5.46,63.79
2026-08-07T23:42:29Z,5.45,63.68
2026-08-07T23:43:29Z,5.44,63.5
2026-08-07T23:44:29Z,5.43,63.35
2026-08-07T23:45:29Z,5.44,63.47
2026-08-07T23:46:29Z,5.41,63.04
2026-08-07T23:47:29Z,5.41,63.07
2026-08-07T23:48:29Z,5.42,63.2
2026-08-07T23:49:29Z,5.42,63.2
2026-08-07T23:50:29Z,5.41,62.94
2026-08-07T23:51:29Z,5.41,63.07
2026-08-07T23:52:29Z,5.41,62.93
2026-08-07T23:53:29Z,5.4,62.74
2026-08-07T23:54:29Z,5.39,62.6
2026-08-07T23:55:29Z,5.35,61.98
2026-08-07T23:56:29Z,5.36,62.13
2026-08-07T23:57:29Z,5.36,62.11
2026-08-07T23:58:29Z,5.34,61.84
2026-08-07T23:59:29Z,5.32,61.53
2026-08-08T00:00:29Z,5.34,61.87
2026-08-08T00:01:29Z,5.34,61.74
2026-08-08T00:02:29Z,5.32,61.54
2026-08-08T00:03:29Z,5.35,62.01
2026-08-08T00:04:29Z,5.34,61.88
2026-08-08T00:05:29Z,5.34,61.8
2026-08-08T00:06:29Z,5.32,61.51
2026-08-08T00:07:29Z,5.33,61.7
2026-08-08T00:08:29Z,5.3,61.17
2026-08-08T00:09:29Z,5.29,60.98
2026-08-08T00:10:29Z,5.29,61
2026-08-08T00:11:29Z,5.29,60.94
2026-08-08T00:12:29Z,5.25,60.25
2026-08-08T00:13:29Z,5.25,60.37
2026-08-08T00:14:29Z,5.24,60.09
2026-08-08T00:15:29Z,5.25,60.3
2026-08-08T00:16:29Z,5.23,59.92
2026-08-08T00:17:29Z,5.21,59.69
2026-08-08T00:18:29Z,5.21,59.62
2026-08-08T00:19:29Z,5.19,59.28
2026-08-08T00:20:29Z,5.21,59.64
2026-08-08T00:21:29Z,5.24,60.07
2026-08-08T00:22:29Z,5.24,60.07
2026-08-08T00:23:29Z,5.21,59.61
2026-08-08T00:24:29Z,5.18,59.11
2026-08-08T00:25:29Z,5.21,59.61
2026-08-08T00:26:29Z,5.18,59.19
2026-08-08T00:27:29Z,5.18,59.13
2026-08-08T00:28:29Z,5.15,58.6
2026-08-08T00:29:29Z,5.14,58.37
2026-08-08T00:30:29Z,5.12,58.18
2026-08-08T00:31:29Z,5.12,58.06
2026-08-08T00:32:29Z,5.1,57.8
2026-08-08T00:33:29Z,5.07,57.35
2026-08-08T00:34:29Z,5.08,57.37
2026-08-08T00:35:29Z,5.06,57.15
2026-08-08T00:36:29Z,5.07,57.24
2026-08-08T00:37:29Z,5.06,57.12
2026-08-08T00:38:29Z,5.04,56.76
2026-08-08T00:39:29Z,5.03,56.67
2026-08-08T00:40:29Z,5,56.13
2026-08-08T00:41:29Z,4.99,56
2026-08-08T00:42:29Z,4.96,55.46
2026-08-08T00:43:29Z,4.99,55.87
2026-08-08T00:44:29Z,4.96,55.44
2026-08-08T00:45:29Z,4.97,55.61
2026-08-08T00:46:29Z,4.94,55.16
2026-08-08T00:47:29Z,4.94,55.04
2026-08-08T00:48:29Z,4.95,55.25
2026-08-08T00:49:29Z,4.94,55.14
2026-08-08T00:50:29Z,4.92,54.8
2026-08-08T00:51:29Z,4.95,55.2
2026-08-08T00:52:29Z,4.93,54.85
2026-08-08T00:53:29Z,4.9,54.49
2026-08-08T00:54:29Z,4.89,54.25
2026-08-08T00:55:29Z,4.89,54.31
2026-08-08T00:56:29Z,4.89,54.2
2026-08-08T00:57:29Z,4.86,53.75
2026-08-08T00:58:29Z,4.86,53.69
2026-08-08T00:59:29Z,4.84,53.44
2026-08-08T01:00:29Z,4.85,53.6
2026-08-08T01:01:29Z,4.85,53.5
2026-08-08T01:02:29Z,4.81,52.92
2026-08-08T01:03:29Z,4.81,52.98
2026-08-08T01:04:29Z,4.8,52.68
2026-08-08T01:05:29Z,5.64,53.68
2026-08-08T01:06:29Z,4.86,53.7
2026-08-08T01:07:29Z,4.87,53.89
2026-08-08T01:08:29Z,4.87,53.83
2026-08-08T01:09:29Z,4.85,53.56
2026-08-08T01:10:29Z,4.87,53.83
2026-08-08T01:11:29Z,4.83,53.22
2026-08-08T01:12:29Z,4.86,53.79
2026-08-08T01:13:29Z,4.88,54.14
2026-08-08T01:14:29Z,4.88,54.15
2026-08-08T01:15:29Z,4.87,53.92
2026-08-08T01:16:29Z,4.86,53.82
2026-08-08T01:17:29Z,4.88,54.07
2026-08-08T01:18:29Z,4.88,54.06
2026-08-08T01:19:29Z,4.88,54.04
2026-08-08T01:20:29Z,4.89,54.29
2026-08-08T01:21:29Z,4.84,53.46
2026-08-08T01:22:29Z,4.85,53.63
2026-08-08T01:23:29Z,4.87,53.99
2026-08-08T01:24:29Z,4.86,53.69
2026-08-08T01:25:29Z,4.85,53.62
2026-08-08T01:26:29Z,4.87,53.92
2026-08-08T01:27:29Z,4.86,53.67
2026-08-08T01:28:29Z,4.86,53.7
2026-08-08T01:29:29Z,4.83,53.17
2026-08-08T01:30:29Z,4.83,53.25
2026-08-08T01:31:29Z,4.82,53.1
2026-08-08T01:32:29Z,4.78,52.41
2026-08-08T01:33:29Z,4.78,52.36
2026-08-08T01:34:29Z,4.76,52.09
2026-08-08T01:35:29Z,4.78,52.33
2026-08-08T01:36:29Z,5.68,52.21
2026-08-08T01:37:29Z,4.8,52.7
2026-08-08T01:38:29Z,4.79,52.62
2026-08-08T01:39:29Z,4.78,52.39
2026-08-08T01:40:29Z,4.78,52.48
2026-08-08T01:41:29Z,4.78,52.44
2026-08-08T01:42:29Z,5.71,52.66
2026-08-08T01:43:29Z,4.71,51.17
2026-08-08T01:44:29Z,5.68,52.15
2026-08-08T01:45:29Z,5.66,51.95
2026-08-08T01:46:29Z,4.77,52.25
2026-08-08T01:47:29Z,4.77,52.25
2026-08-08T01:48:29Z,4.75,51.88
2026-08-08T01:49:29Z,4.71,51.26
2026-08-08T01:50:29Z,4.73,51.55
2026-08-08T01:51:29Z,5.66,51.83
2026-08-08T01:52:29Z,4.72,51.47
2026-08-08T01:53:29Z,4.72,51.47
2026-08-08T01:54:29Z,4.72,51.47
2026-08-08T01:55:29Z,4.72,51.35
2026-08-08T01:56:29Z,4.68,50.74
2026-08-08T01:57:29Z,4.64,50
2026-08-08T01:58:29Z,4.64,49.98
2026-08-08T01:59:29Z,4.6,49.3
2026-08-08T02:00:29Z,4.6,49.39
2026-08-08T02:01:29Z,4.58,49
2026-08-08T02:02:29Z,5.5,49.21
2026-08-08T02:03:29Z,4.58,49
2026-08-08T02:04:29Z,4.59,49.18
2026-08-08T02:05:29Z,4.62,49.74
2026-08-08T02:06:29Z,4.64,50.04
2026-08-08T02:07:29Z,4.6,49.31
