time_utc,PM2.5,Relative humidity
2026-08-10T15:30:59Z,6.83,86.84
2026-08-10T15:31:59Z,6.82,86.75
2026-08-10T15:32:59Z,6.82,86.77
2026-08-10T15:33:59Z,6.82,86.71
2026-08-10T15:34:59Z,6.81,86.55
2026-08-10T15:35:59Z,6.81,86.59
2026-08-10T15:36:59Z,6.81,86.46
2026-08-10T15:37:59Z,6.81,86.5
2026-08-10T15:38:59Z,6.81,86.53
2026-08-10T15:39:59Z,6.82,86.75
2026-08-10T15:40:59Z,6.82,86.68
2026-08-10T15:41:59Z,6.82,86.7
2026-08-10T15:42:59Z,6.83,86.86
2026-08-10T15:43:59Z,6.83,86.95
2026-08-10T15:44:59Z,6.84,86.99
2026-08-10T15:45:59Z,6.84,87.01
2026-08-10T15:46:59Z,6.84,86.97
2026-08-10T15:47:59Z,6.85,87.12
2026-08-10T15:48:59Z,6.85,87.19
2026-08-10T15:49:59Z,6.84,87.1
2026-08-10T15:50:59Z,6.84,86.99
2026-08-10T15:51:59Z,6.84,86.97
2026-08-10T15:52:59Z,6.82,86.78
2026-08-10T15:53:59Z,6.84,87.03
2026-08-10T15:54:59Z,6.83,86.92
2026-08-10T15:55:59Z,6.84,87.09
2026-08-10T15:56:59Z,6.83,86.9
2026-08-10T15:57:59Z,6.83,86.82
2026-08-10T15:58:59Z,6.83,86.83
2026-08-10T15:59:59Z,6.83,86.8
2026-08-10T16:00:59Z,6.83,86.83
2026-08-10T16:01:59Z,6.82,86.7
2026-08-10T16:02:59Z,6.82,86.71
2026-08-10T16:03:59Z,6.81,86.61
2026-08-10T16:04:59Z,6.8,86.41
2026-08-10T16:05:59Z,6.81,86.47
2026-08-10T16:06:59Z,6.81,86.48
2026-08-10T16:07:59Z,6.81,86.55
2026-08-10T16:08:59Z,6.81,86.56
2026-08-10T16:09:59Z,6.81,86.52
2026-08-10T16:10:59Z,6.8,86.41
2026-08-10T16:11:59Z,6.8,86.36
2026-08-10T16:12:59Z,6.8,86.3
2026-08-10T16:13:59Z,6.79,86.21
2026-08-10T16:14:59Z,6.79,86.14
2026-08-10T16:15:59Z,6.79,86.12
2026-08-10T16:16:59Z,6.79,86.17
2026-08-10T16:17:59Z,6.79,86.11
2026-08-10T16:18:59Z,6.8,86.41
2026-08-10T16:19:59Z,6.81,86.48
2026-08-10T16:20:59Z,6.8,86.41
2026-08-10T16:21:59Z,6.81,86.46
2026-08-10T16:22:59Z,6.8,86.43
2026-08-10T16:23:59Z,6.8,86.43
2026-08-10T16:24:59Z,6.79,86.21
2026-08-10T16:25:59Z,6.79,86.19
2026-08-10T16:26:59Z,6.78,86.02
2026-08-10T16:27:59Z,6.77,85.79
2026-08-10T16:28:59Z,6.77,85.81
2026-08-10T16:29:59Z,6.77,85.93
2026-08-10T16:30:59Z,6.77,85.94
2026-08-10T16:31:59Z,6.77,85.92
2026-08-10T16:32:59Z,6.78,86.05
2026-08-10T16:33:59Z,6.77,85.89
2026-08-10T16:34:59Z,6.77,85.8
2026-08-10T16:35:59Z,6.76,85.69
2026-08-10T16:36:59Z,6.76,85.61
2026-08-10T16:37:59Z,6.76,85.69
2026-08-10T16:38:59Z,6.77,85.8
2026-08-10T16:39:59Z,6.78,85.96
2026-08-10T16:40:59Z,6.77,85.81
2026-08-10T16:41:59Z,6.76,85.71
2026-08-10T16:42:59Z,6.75,85.59
2026-08-10T16:43:59Z,6.76,85.65
2026-08-10T16:44:59Z,6.76,85.76
2026-08-10T16:45:59Z,6.77,85.78
2026-08-10T16:46:59Z,6.77,85.86
2026-08-10T16:47:59Z,6.77,85.9
2026-08-10T16:48:59Z,6.78,86.09
2026-08-10T16:49:59Z,6.78,86.01
2026-08-10T16:50:59Z,6.78,85.96
2026-08-10T16:51:59Z,6.78,86.03
2026-08-10T16:52:59Z,6.78,86.01
2026-08-10T16:53:59Z,6.78,86.08
2026-08-10T16:54:59Z,6.79,86.13
2026-08-10T16:55:59Z,6.79,86.12
2026-08-10T16:56:59Z,6.79,86.17
2026-08-10T16:57:59Z,6.79,86.16
2026-08-10T16:58:59Z,6.78,86.08
2026-08-10T16:59:59Z,6.78,85.99
2026-08-10T17:00:59Z,6.76,85.77
2026-08-10T17:01:59Z,6.77,85.79
2026-08-10T17:02:59Z,6.76,85.77
2026-08-10T17:03:59Z,6.76,85.75
2026-08-10T17:04:59Z,6.76,85.64
2026-08-10T17:05:59Z,6.76,85.67
2026-08-10T17:06:59Z,6.76,85.72
2026-08-10T17:07:59Z,6.77,85.93
2026-08-10T17:08:59Z,6.78,85.97
2026-08-10T17:09:59Z,6.78,85.98
2026-08-10T17:10:59Z,6.78,86.05
2026-08-10T17:11:59Z,6.78,85.99
2026-08-10T17:12:59Z,6.77,85.91
2026-08-10T17:13:59Z,6.77,85.86
2026-08-10T17:14:59Z,6.77,85.88
2026-08-10T17:15:59Z,6.77,85.89
2026-08-10T17:16:59Z,6.77,85.78
2026-08-10T17:17:59Z,6.77,85.78
2026-08-10T17:18:59Z,6.77,85.94
2026-08-10T17:19:59Z,6.78,86
2026-08-10T17:20:59Z,6.78,86.06
2026-08-10T17:21:59Z,6.78,86.02
2026-08-10T17:22:59Z,6.78,86.09
2026-08-10T17:23:59Z,6.77,85.94
2026-08-10T17:24:59Z,6.76,85.68
2026-08-10T17:25:59Z,6.76,85.62
2026-08-10T17:26:59Z,6.76,85.72
2026-08-10T17:27:59Z,6.75,85.57
2026-08-10T17:28:59Z,6.75,85.52
2026-08-10T17:29:59Z,6.75,85.58
2026-08-10T17:30:59Z,6.75,85.6
2026-08-10T17:31:59Z,6.76,85.74
2026-08-10T17:32:59Z,6.77,85.79
2026-08-10T17:33:59Z,6.78,85.99
2026-08-10T17:34:59Z,6.77,85.9
2026-08-10T17:35:59Z,6.77,85.92
2026-08-10T17:36:59Z,6.77,85.79
2026-08-10T17:37:59Z,6.75,85.59
2026-08-10T17:38:59Z,6.75,85.46
2026-08-10T17:39:59Z,6.75,85.47
2026-08-10T17:40:59Z,6.74,85.42
2026-08-10T17:41:59Z,6.75,85.47
2026-08-10T17:42:59Z,6.75,85.5
2026-08-10T17:43:59Z,6.76,85.62
2026-08-10T17:44:59Z,6.76,85.72
2026-08-10T17:45:59Z,6.77,85.78
2026-08-10T17:46:59Z,6.77,85.81
2026-08-10T17:47:59Z,6.77,85.87
2026-08-10T17:48:59Z,6.77,85.86
2026-08-10T17:49:59Z,6.77,85.92
2026-08-10T17:50:59Z,6.77,85.94
2026-08-10T17:51:59Z,6.77,85.79
2026-08-10T17:52:59Z,6.76,85.66
2026-08-10T17:53:59Z,6.76,85.69
2026-08-10T17:54:59Z,6.76,85.73
2026-08-10T17:55:59Z,6.76,85.61
2026-08-10T17:56:59Z,6.76,85.62
2026-08-10T17:57:59Z,6.76,85.61
2026-08-10T17:58:59Z,6.75,85.53
2026-08-10T17:59:59Z,6.76,85.63
2026-08-10T18:00:59Z,6.76,85.61
2026-08-10T18:01:59Z,6.77,85.78
2026-08-10T18:02:59Z,6.77,85.87
2026-08-10T18:03:59Z,6.77,85.92
2026-08-10T18:04:59Z,6.78,86.1
2026-08-10T18:05:59Z,6.77,85.93
2026-08-10T18:06:59Z,6.78,85.95
2026-08-10T18:07:59Z,6.78,85.95
2026-08-10T18:08:59Z,6.77,85.92
2026-08-10T18:09:59Z,6.77,85.83
2026-08-10T18:10:59Z,6.76,85.69
2026-08-10T18:11:59Z,6.76,85.77
2026-08-10T18:12:59Z,6.77,85.85
2026-08-10T18:13:59Z,6.77,85.89
2026-08-10T18:14:59Z,6.77,85.86
2026-08-10T18:15:59Z,6.77,85.94
2026-08-10T18:16:59Z,6.78,85.99
2026-08-10T18:17:59Z,6.78,85.95
2026-08-10T18:18:59Z,6.77,85.89
2026-08-10T18:19:59Z,6.76,85.76
2026-08-10T18:20:59Z,6.77,85.82
2026-08-10T18:21:59Z,6.77,85.84
2026-08-10T18:22:59Z,6.77,85.88
2026-08-10T18:23:59Z,6.77,85.93
2026-08-10T18:24:59Z,6.77,85.86
2026-08-10T18:25:59Z,6.77,85.79
2026-08-10T18:26:59Z,6.77,85.9
2026-08-10T18:27:59Z,6.78,86.02
2026-08-10T18:28:59Z,6.78,86.09
2026-08-10T18:29:59Z,6.79,86.14
2026-08-10T18:30:59Z,6.79,86.12
2026-08-10T18:31:59Z,6.79,86.26
2026-08-10T18:32:59Z,6.79,86.26
2026-08-10T18:33:59Z,6.8,86.36
2026-08-10T18:34:59Z,6.8,86.43
2026-08-10T18:35:59Z,6.8,86.41
2026-08-10T18:36:59Z,6.8,86.34
2026-08-10T18:37:59Z,6.8,86.35
2026-08-10T18:38:59Z,6.81,86.47
2026-08-10T18:39:59Z,6.81,86.51
2026-08-10T18:40:59Z,6.81,86.61
2026-08-10T18:41:59Z,6.81,86.59
2026-08-10T18:42:59Z,6.82,86.72
2026-08-10T18:43:59Z,6.82,86.64
2026-08-10T18:44:59Z,6.82,86.68
2026-08-10T18:45:59Z,6.83,86.81
2026-08-10T18:46:59Z,6.82,86.77
2026-08-10T18:47:59Z,6.82,86.73
2026-08-10T18:48:59Z,6.83,86.79
2026-08-10T18:49:59Z,6.83,86.8
2026-08-10T18:50:59Z,6.82,86.71
2026-08-10T18:51:59Z,6.82,86.74
2026-08-10T18:52:59Z,6.83,86.86
2026-08-10T18:53:59Z,6.83,86.83
2026-08-10T18:54:59Z,6.83,86.9
2026-08-10T18:55:59Z,6.83,86.85
2026-08-10T18:56:59Z,6.83,86.88
2026-08-10T18:57:59Z,6.84,86.96
2026-08-10T18:58:59Z,6.84,86.98
2026-08-10T18:59:59Z,6.84,87.01
2026-08-10T19:00:59Z,6.84,86.98
2026-08-10T19:01:59Z,6.84,87.08
2026-08-10T19:02:59Z,6.84,87.04
2026-08-10T19:03:59Z,6.84,87.04
2026-08-10T19:04:59Z,6.84,87.06
2026-08-10T19:05:59Z,6.84,87.09
2026-08-10T19:06:59Z,6.84,87.11
2026-08-10T19:07:59Z,6.85,87.2
2026-08-10T19:08:59Z,6.86,87.39
2026-08-10T19:09:59Z,6.87,87.47
2026-08-10T19:10:59Z,6.87,87.49
2026-08-10T19:11:59Z,6.87,87.52
2026-08-10T19:12:59Z,6.87,87.51
2026-08-10T19:13:59Z,6.87,87.56
2026-08-10T19:14:59Z,6.87,87.58
2026-08-10T19:15:59Z,6.87,87.52
2026-08-10T19:16:59Z,6.87,87.5
2026-08-10T19:17:59Z,6.86,87.42
2026-08-10T19:18:59Z,6.86,87.34
2026-08-10T19:19:59Z,6.87,87.46
2026-08-10T19:20:59Z,6.86,87.38
2026-08-10T19:21:59Z,6.86,87.3
2026-08-10T19:22:59Z,6.86,87.3
2026-08-10T19:23:59Z,6.84,87.11
2026-08-10T19:24:59Z,6.85,87.14
2026-08-10T19:25:59Z,6.84,87.07
2026-08-10T19:26:59Z,6.84,86.98
2026-08-10T19:27:59Z,6.84,87.01
2026-08-10T19:28:59Z,6.83,86.93
2026-08-10T19:29:59Z,6.84,87.02
2026-08-10T19:30:59Z,6.83,86.93
2026-08-10T19:31:59Z,6.83,86.82
2026-08-10T19:32:59Z,6.83,86.81
2026-08-10T19:33:59Z,6.83,86.8
2026-08-10T19:34:59Z,6.83,86.86
2026-08-10T19:35:59Z,6.83,86.82
2026-08-10T19:36:59Z,6.82,86.77
2026-08-10T19:37:59Z,6.83,86.8
2026-08-10T19:38:59Z,6.83,86.84
2026-08-10T19:39:59Z,6.83,86.88
2026-08-10T19:40:59Z,6.83,86.89
2026-08-10T19:41:59Z,6.84,87.01
2026-08-10T19:42:59Z,6.84,87.07
2026-08-10T19:43:59Z,6.84,87.1
2026-08-10T19:44:59Z,6.85,87.14
2026-08-10T19:45:59Z,6.85,87.17
2026-08-10T19:46:59Z,6.84,87.05
2026-08-10T19:47:59Z,6.84,87.06
2026-08-10T19:48:59Z,6.84,87.11
2026-08-10T19:49:59Z,6.84,87.09
2026-08-10T19:50:59Z,6.85,87.16
2026-08-10T19:51:59Z,6.84,87.06
2026-08-10T19:52:59Z,6.84,87.04
2026-08-10T19:53:59Z,6.84,86.99
2026-08-10T19:54:59Z,6.84,87
2026-08-10T19:55:59Z,6.84,86.96
2026-08-10T19:56:59Z,6.84,87
2026-08-10T19:57:59Z,6.84,87
2026-08-10T19:58:59Z,6.84,87.07
2026-08-10T19:59:59Z,6.84,87.02
2026-08-10T20:00:59Z,6.84,87.08
2026-08-10T20:01:59Z,6.84,87.09
2026-08-10T20:02:59Z,6.84,87.09
2026-08-10T20:03:59Z,6.85,87.18
2026-08-10T20:04:59Z,6.85,87.13
2026-08-10T20:05:59Z,6.85,87.15
2026-08-10T20:06:59Z,6.85,87.21
2026-08-10T20:07:59Z,6.85,87.24
2026-08-10T20:08:59Z,6.86,87.33
2026-08-10T20:09:59Z,6.85,87.2
2026-08-10T20:10:59Z,6.84,87.06
2026-08-10T20:11:59Z,6.84,87.04
2026-08-10T20:12:59Z,6.84,87.04
2026-08-10T20:13:59Z,6.84,87.04
2026-08-10T20:14:59Z,6.84,87.06
2026-08-10T20:15:59Z,6.85,87.13
2026-08-10T20:16:59Z,6.85,87.2
2026-08-10T20:17:59Z,6.85,87.21
2026-08-10T20:18:59Z,6.85,87.28
2026-08-10T20:19:59Z,6.86,87.31
2026-08-10T20:20:59Z,6.85,87.2
2026-08-10T20:21:59Z,6.86,87.32
2026-08-10T20:22:59Z,6.85,87.23
2026-08-10T20:23:59Z,6.85,87.16
2026-08-10T20:24:59Z,6.85,87.19
2026-08-10T20:25:59Z,6.85,87.18
2026-08-10T20:26:59Z,6.85,87.14
2026-08-10T20:27:59Z,6.85,87.15
2026-08-10T20:28:59Z,6.85,87.12
2026-08-10T20:29:59Z,6.84,87.03
2026-08-10T20:30:59Z,6.84,86.97
2026-08-10T20:31:59Z,6.84,86.96
2026-08-10T20:32:59Z,6.84,87.06
2026-08-10T20:33:59Z,6.84,87.08
2026-08-10T20:34:59Z,6.84,87.1
2026-08-10T20:35:59Z,6.84,87.02
2026-08-10T20:36:59Z,6.84,87
2026-08-10T20:37:59Z,6.84,87.01
2026-08-10T20:38:59Z,6.84,87.01
2026-08-10T20:39:59Z,6.84,87.03
2026-08-10T20:40:59Z,6.84,87.01
2026-08-10T20:41:59Z,6.84,87.03
2026-08-10T20:42:59Z,6.83,86.9
2026-08-10T20:43:59Z,6.83,86.85
2026-08-10T20:44:59Z,6.83,86.82
2026-08-10T20:45:59Z,6.83,86.84
2026-08-10T20:46:59Z,6.83,86.94
2026-08-10T20:47:59Z,6.84,87.02
2026-08-10T20:48:59Z,6.84,87
2026-08-10T20:49:59Z,6.83,86.94
2026-08-10T20:50:59Z,6.83,86.91
2026-08-10T20:51:59Z,6.83,86.81
2026-08-10T20:52:59Z,6.83,86.79
2026-08-10T20:53:59Z,6.82,86.75
2026-08-10T20:54:59Z,6.83,86.91
2026-08-10T20:55:59Z,6.84,87.01
2026-08-10T20:56:59Z,6.84,87.01
2026-08-10T20:57:59Z,6.84,86.99
2026-08-10T20:58:59Z,6.84,86.99
2026-08-10T20:59:59Z,6.84,87
2026-08-10T21:00:59Z,6.84,87.05
2026-08-10T21:01:59Z,6.84,87.02
2026-08-10T21:02:59Z,6.84,86.96
2026-08-10T21:03:59Z,6.83,86.93
2026-08-10T21:04:59Z,6.83,86.94
2026-08-10T21:05:59Z,6.83,86.8
2026-08-10T21:06:59Z,6.83,86.84
2026-08-10T21:07:59Z,6.83,86.8
2026-08-10T21:08:59Z,6.82,86.78
2026-08-10T21:09:59Z,6.83,86.81
2026-08-10T21:10:59Z,6.83,86.81
2026-08-10T21:11:59Z,6.83,86.81
2026-08-10T21:12:59Z,6.83,86.8
2026-08-10T21:13:59Z,6.83,86.91
2026-08-10T21:14:59Z,6.84,87.1
2026-08-10T21:15:59Z,6.85,87.2
2026-08-10T21:16:59Z,6.85,87.21
2026-08-10T21:17:59Z,6.85,87.18
2026-08-10T21:18:59Z,6.85,87.21
2026-08-10T21:19:59Z,6.85,87.24
2026-08-10T21:20:59Z,6.86,87.3
2026-08-10T21:21:59Z,6.85,87.25
2026-08-10T21:22:59Z,6.85,87.24
2026-08-10T21:23:59Z,6.85,87.25
2026-08-10T21:24:59Z,6.85,87.25
2026-08-10T21:25:59Z,6.85,87.28
2026-08-10T21:26:59Z,6.85,87.26
2026-08-10T21:27:59Z,6.86,87.32
2026-08-10T21:28:59Z,6.86,87.41
2026-08-10T21:29:59Z,6.87,87.51
2026-08-10T21:30:59Z,6.87,87.62
2026-08-10T21:31:59Z,6.87,87.62
2026-08-10T21:32:59Z,6.88,87.76
2026-08-10T21:33:59Z,6.88,87.79
2026-08-10T21:34:59Z,6.89,87.8
2026-08-10T21:35:59Z,6.88,87.79
2026-08-10T21:36:59Z,6.88,87.79
2026-08-10T21:37:59Z,6.89,87.87
2026-08-10T21:38:59Z,6.9,87.98
2026-08-10T21:39:59Z,6.89,87.94
2026-08-10T21:40:59Z,6.89,87.94
2026-08-10T21:41:59Z,6.9,88
2026-08-10T21:42:59Z,6.9,88.07
2026-08-10T21:43:59Z,6.9,88.08
2026-08-10T21:44:59Z,6.91,88.13
2026-08-10T21:45:59Z,6.91,88.16
2026-08-10T21:46:59Z,6.91,88.22
2026-08-10T21:47:59Z,6.91,88.25
2026-08-10T21:48:59Z,6.91,88.25
2026-08-10T21:49:59Z,6.91,88.25
2026-08-10T21:50:59Z,6.91,88.25
2026-08-10T21:51:59Z,6.91,88.21
2026-08-10T21:52:59Z,6.91,88.22
2026-08-10T21:53:59Z,6.9,87.96
2026-08-10T21:54:59Z,6.89,87.88
2026-08-10T21:55:59Z,6.89,87.89
2026-08-10T21:56:59Z,6.89,87.94
2026-08-10T21:57:59Z,6.89,87.89
2026-08-10T21:58:59Z,6.89,87.88
2026-08-10T21:59:59Z,6.89,87.82
2026-08-10T22:00:59Z,6.89,87.8
2026-08-10T22:01:59Z,6.88,87.79
2026-08-10T22:02:59Z,6.89,87.89
2026-08-10T22:03:59Z,6.89,87.89
2026-08-10T22:04:59Z,6.88,87.71
2026-08-10T22:05:59Z,6.88,87.68
2026-08-10T22:06:59Z,6.88,87.64
2026-08-10T22:07:59Z,6.88,87.66
2026-08-10T22:08:59Z,6.88,87.79
2026-08-10T22:09:59Z,6.88,87.77
2026-08-10T22:10:59Z,6.87,87.46
2026-08-10T22:11:59Z,6.85,87.26
2026-08-10T22:12:59Z,6.86,87.34
2026-08-10T22:13:59Z,6.86,87.37
2026-08-10T22:14:59Z,6.86,87.32
2026-08-10T22:15:59Z,6.86,87.34
2026-08-10T22:16:59Z,6.85,87.21
2026-08-10T22:17:59Z,6.85,87.16
2026-08-10T22:18:59Z,6.86,87.4
2026-08-10T22:19:59Z,6.86,87.37
2026-08-10T22:20:59Z,6.85,87.24
2026-08-10T22:21:59Z,6.85,87.15
2026-08-10T22:22:59Z,6.85,87.13
2026-08-10T22:23:59Z,6.85,87.13
2026-08-10T22:24:59Z,6.84,87.1
2026-08-10T22:25:59Z,6.85,87.13
2026-08-10T22:26:59Z,6.85,87.13
2026-08-10T22:27:59Z,6.84,87.08
2026-08-10T22:28:59Z,6.83,86.86
2026-08-10T22:29:59Z,6.84,87.06
2026-08-10T22:30:59Z,6.82,86.68
2026-08-10T22:31:59Z,6.8,86.34
2026-08-10T22:32:59Z,6.8,86.28
2026-08-10T22:33:59Z,6.79,86.15
2026-08-10T22:34:59Z,6.78,86.09
2026-08-10T22:35:59Z,6.78,86.08
2026-08-10T22:36:59Z,6.79,86.14
2026-08-10T22:37:59Z,6.78,85.98
2026-08-10T22:38:59Z,6.77,85.83
2026-08-10T22:39:59Z,6.77,85.78
2026-08-10T22:40:59Z,6.76,85.62
2026-08-10T22:41:59Z,6.77,85.82
2026-08-10T22:42:59Z,6.76,85.77
2026-08-10T22:43:59Z,6.76,85.61
2026-08-10T22:44:59Z,6.75,85.59
2026-08-10T22:45:59Z,6.75,85.59
2026-08-10T22:46:59Z,6.75,85.52
2026-08-10T22:47:59Z,6.75,85.46
2026-08-10T22:48:59Z,6.75,85.55
2026-08-10T22:49:59Z,6.74,85.34
2026-08-10T22:50:59Z,6.73,85.14
2026-08-10T22:51:59Z,6.72,85.03
2026-08-10T22:52:59Z,6.71,84.89
2026-08-10T22:53:59Z,6.72,85.02
2026-08-10T22:54:59Z,6.72,85.03
2026-08-10T22:55:59Z,6.7,84.72
2026-08-10T22:56:59Z,6.69,84.47
2026-08-10T22:57:59Z,6.67,84.23
2026-08-10T22:58:59Z,6.64,83.72
2026-08-10T22:59:59Z,6.61,83.17
2026-08-10T23:00:59Z,6.6,83.07
2026-08-10T23:01:59Z,6.58,82.74
2026-08-10T23:02:59Z,6.57,82.55
2026-08-10T23:03:59Z,6.56,82.35
2026-08-10T23:04:59Z,6.56,82.37
2026-08-10T23:05:59Z,6.56,82.37
2026-08-10T23:06:59Z,6.55,82.2
2026-08-10T23:07:59Z,6.56,82.3
2026-08-10T23:08:59Z,6.56,82.37
2026-08-10T23:09:59Z,6.55,82.12
2026-08-10T23:10:59Z,6.53,81.81
2026-08-10T23:11:59Z,6.52,81.66
2026-08-10T23:12:59Z,6.53,81.75
2026-08-10T23:13:59Z,6.52,81.58
2026-08-10T23:14:59Z,6.5,81.3
2026-08-10T23:15:59Z,6.49,81.13
2026-08-10T23:16:59Z,6.47,80.87
2026-08-10T23:17:59Z,6.48,80.9
2026-08-10T23:18:59Z,6.44,80.35
2026-08-10T23:19:59Z,6.41,79.84
2026-08-10T23:20:59Z,6.42,79.89
2026-08-10T23:21:59Z,6.41,79.83
2026-08-10T23:22:59Z,6.41,79.79
2026-08-10T23:23:59Z,6.41,79.86
2026-08-10T23:24:59Z,6.41,79.82
2026-08-10T23:25:59Z,6.39,79.55
2026-08-10T23:26:59Z,6.35,78.81
2026-08-10T23:27:59Z,6.34,78.71
2026-08-10T23:28:59Z,6.32,78.3
2026-08-10T23:29:59Z,6.3,77.96
2026-08-10T23:30:59Z,6.31,78.2
2026-08-10T23:31:59Z,6.32,78.31
2026-08-10T23:32:59Z,6.3,78
2026-08-10T23:33:59Z,6.29,77.76
2026-08-10T23:34:59Z,6.28,77.6
2026-08-10T23:35:59Z,6.28,77.68
2026-08-10T23:36:59Z,6.29,77.74
2026-08-10T23:37:59Z,6.27,77.46
2026-08-10T23:38:59Z,6.26,77.3
2026-08-10T23:39:59Z,6.26,77.29
2026-08-10T23:40:59Z,6.27,77.47
2026-08-10T23:41:59Z,6.28,77.65
2026-08-10T23:42:59Z,6.29,77.84
2026-08-10T23:43:59Z,6.26,77.31
2026-08-10T23:44:59Z,6.23,76.73
2026-08-10T23:45:59Z,6.23,76.72
2026-08-10T23:46:59Z,6.21,76.47
2026-08-10T23:47:59Z,6.2,76.2
2026-08-10T23:48:59Z,6.18,76.01
2026-08-10T23:49:59Z,6.19,76.04
2026-08-10T23:50:59Z,6.17,75.84
2026-08-10T23:51:59Z,6.15,75.51
2026-08-10T23:52:59Z,6.15,75.39
2026-08-10T23:53:59Z,6.13,75.06
2026-08-10T23:54:59Z,6.12,74.99
2026-08-10T23:55:59Z,6.13,75.16
2026-08-10T23:56:59Z,6.15,75.45
2026-08-10T23:57:59Z,6.16,75.58
2026-08-10T23:58:59Z,6.13,75.12
2026-08-10T23:59:59Z,6.12,74.97
2026-08-11T00:00:59Z,6.12,75
2026-08-11T00:01:59Z,6.11,74.69
2026-08-11T00:02:59Z,6.09,74.39
2026-08-11T00:03:59Z,6.12,74.93
2026-08-11T00:04:59Z,6.1,74.51
2026-08-11T00:05:59Z,6.07,74.08
2026-08-11T00:06:59Z,6.07,74.09
2026-08-11T00:07:59Z,6.05,73.79
2026-08-11T00:08:59Z,6.03,73.4
2026-08-11T00:09:59Z,6.06,73.87
2026-08-11T00:10:59Z,6.02,73.32
2026-08-11T00:11:59Z,6.02,73.17
2026-08-11T00:12:59Z,6,72.93
2026-08-11T00:13:59Z,5.98,72.62
2026-08-11T00:14:59Z,5.97,72.48
2026-08-11T00:15:59Z,5.97,72.35
2026-08-11T00:16:59Z,5.95,72.13
2026-08-11T00:17:59Z,5.97,72.49
2026-08-11T00:18:59Z,5.99,72.7
2026-08-11T00:19:59Z,5.96,72.26
2026-08-11T00:20:59Z,5.94,71.93
2026-08-11T00:21:59Z,5.93,71.66
2026-08-11T00:22:59Z,5.85,70.37
2026-08-11T00:23:59Z,5.84,70.29
2026-08-11T00:24:59Z,5.86,70.59
2026-08-11T00:25:59Z,5.84,70.28
2026-08-11T00:26:59Z,5.79,69.4
2026-08-11T00:27:59Z,5.8,69.52
2026-08-11T00:28:59Z,5.8,69.47
2026-08-11T00:29:59Z,5.78,69.21
2026-08-11T00:30:59Z,5.76,68.85
2026-08-11T00:31:59Z,5.72,68.27
2026-08-11T00:32:59Z,5.73,68.38
2026-08-11T00:33:59Z,5.72,68.19
2026-08-11T00:34:59Z,5.75,68.76
2026-08-11T00:35:59Z,5.73,68.39
2026-08-11T00:36:59Z,5.71,68.1
2026-08-11T00:37:59Z,5.73,68.41
2026-08-11T00:38:59Z,5.69,67.73
2026-08-11T00:39:59Z,5.72,68.13
2026-08-11T00:40:59Z,5.67,67.3
2026-08-11T00:41:59Z,5.68,67.6
2026-08-11T00:42:59Z,5.67,67.4
2026-08-11T00:43:59Z,5.69,67.7
2026-08-11T00:44:59Z,5.67,67.32
2026-08-11T00:45:59Z,5.63,66.77
2026-08-11T00:46:59Z,5.61,66.3
2026-08-11T00:47:59Z,5.6,66.21
2026-08-11T00:48:59Z,5.58,65.82
2026-08-11T00:49:59Z,5.57,65.71
2026-08-11T00:50:59Z,5.62,66.47
2026-08-11T00:51:59Z,5.6,66.18
2026-08-11T00:52:59Z,5.6,66.18
2026-08-11T00:53:59Z,5.59,66
2026-08-11T00:54:59Z,5.53,65.06
2026-08-11T00:55:59Z,5.52,64.76
2026-08-11T00:56:59Z,5.51,64.75
2026-08-11T00:57:59Z,5.5,64.49
2026-08-11T00:58:59Z,5.52,64.89
2026-08-11T00:59:59Z,5.51,64.7
2026-08-11T01:00:59Z,5.54,65.1
2026-08-11T01:01:59Z,5.52,64.79
2026-08-11T01:02:59Z,5.56,65.54
2026-08-11T01:03:59Z,5.53,65.04
2026-08-11T01:04:59Z,5.56,65.46
2026-08-11T01:05:59Z,5.57,65.75
2026-08-11T01:06:59Z,5.56,65.57
2026-08-11T01:07:59Z,5.57,65.7
2026-08-11T01:08:59Z,5.58,65.81
2026-08-11T01:09:59Z,5.57,65.63
2026-08-11T01:10:59Z,5.59,66.09
2026-08-11T01:11:59Z,5.49,64.3
2026-08-11T01:12:59Z,5.48,64.16
2026-08-11T01:13:59Z,5.5,64.49
2026-08-11T01:14:59Z,5.48,64.11
2026-08-11T01:15:59Z,5.46,63.85
2026-08-11T01:16:59Z,5.48,64.22
2026-08-11T01:17:59Z,5.46,63.81
2026-08-11T01:18:59Z,5.49,64.41
2026-08-11T01:19:59Z,5.51,64.65
2026-08-11T01:20:59Z,5.48,64.11
2026-08-11T01:21:59Z,5.45,63.58
2026-08-11T01:22:59Z,5.41,63
2026-08-11T01:23:59Z,5.39,62.62
2026-08-11T01:24:59Z,5.4,62.78
2026-08-11T01:25:59Z,5.4,62.79
2026-08-11T01:26:59Z,5.4,62.83
2026-08-11T01:27:59Z,5.38,62.52
2026-08-11T01:28:59Z,5.38,62.45
2026-08-11T01:29:59Z,5.35,62.02
2026-08-11T01:30:59Z,5.35,61.98
2026-08-11T01:31:59Z,5.35,62.03
2026-08-11T01:32:59Z,5.36,62.16
2026-08-11T01:33:59Z,5.35,61.94
2026-08-11T01:34:59Z,5.37,62.31
2026-08-11T01:35:59Z,5.38,62.44
2026-08-11T01:36:59Z,5.32,61.52
2026-08-11T01:37:59Z,5.31,61.3
2026-08-11T01:38:59Z,5.35,62.02
